apontamento_id,projeto_id,analista_id,data,horas,atividade
APT003912,PRJ0050,ANL020,2025-10-13,3.0,Documentação
APT008128,PRJ0118,ANL002,2026-01-06,3.0,Reunião Com Cliente
APT006732,PRJ0095,ANL002,2025-01-16,85.0,Modelagem
APT007581,PRJ0106,ANL009,2026-04-27,6.0,Documentação
APT007407,PRJ0106,ANL015,2026-05-18,2.0,Etl
APT002306,PRJ0029,ANL007,2025-07-09,3.0,Documentação
APT003086,PRJ0039,ANL013,2025-02-04,5.0,Apresentação
APT005843,PRJ0081,ANL023,2026-05-07,5.0,Apresentação
APT004616,PRJ0063,ANL019,2026-06-09,4.0,Reunião Com Cliente
APT005434,PRJ0077,ANL014,2024-12-23,5.0,Modelagem
APT003990,PRJ0051,ANL023,2024-11-20,4.0,Modelagem
APT001222,PRJ0014,ANL008,2024-10-03,4.0,Coleta
APT004494,PRJ0060,ANL012,2025-04-29,65.0,Coleta
APT007307,PRJ0104,ANL024,2024-04-22,25.0,Coleta
APT007760,PRJ0109,ANL019,2026-03-11,65.0,Coleta
APT004506,PRJ0060,ANL024,2025-05-13,4.0,Etl
APT007539,PRJ0106,ANL009,2026-04-22,4.0,Dashboard
APT004482,PRJ0059,ANL002,2025-04-18,4.0,Documentação
APT006371,PRJ0087,ANL018,2025-11-19,75.0,Reunião Com Cliente
APT005390,PRJ0076,ANL015,2024-10-06,5.0,Reunião Com Cliente
APT002713,PRJ0034,ANL006,2024-05-06,3.0,Apresentação
APT004246,PRJ0055,ANL002,2024-07-31,2.0,Testes
APT009732,PRJ0140,ANL018,2025-11-18,4.0,Modelagem
APT001904,PRJ0025,ANL016,2025-10-04,4.0,Reunião Com Cliente
APT007636,PRJ0109,ANL013,2026-04-13,2.0,Reunião Com Cliente
APT000519,PRJ0007,ANL010,2024-10-04,65.0,Documentação
APT005820,PRJ0081,ANL005,2026-04-03,6.0,Dashboard
APT005831,PRJ0081,ANL011,2026-12-05,6.0,Modelagem
APT009194,PRJ0131,ANL003,2024-02-15,7.0,Apresentação
APT000962,PRJ0012,ANL023,2026-05-04,7.0,Reunião Com Cliente
APT003620,PRJ0046,ANL010,2024-03-19,2.0,Testes
APT005921,PRJ0081,ANL023,2026-06-01,8.0,Dashboard
APT000272,PRJ0005,ANL017,2025-01-27,6.0,Dashboard
APT001080,PRJ0012,ANL017,2026-04-27,4.0,Dashboard
APT008569,PRJ0121,ANL015,2026-04-30,8.5,Documentação
APT005945,PRJ0081,ANL023,2026-06-25,4.0,Dashboard
APT000777,PRJ0010,ANL013,2024-01-08,85.0,Testes
APT003575,PRJ0044,ANL011,2025-05-29,85.0,Modelagem
APT008600,PRJ0121,ANL015,2026-05-07,6.0,Documentação
APT002940,PRJ0036,ANL001,2026-05-13,65.0,Reunião Com Cliente
APT000975,PRJ0012,ANL005,2026-05-04,4.0,Etl
APT007741,PRJ0109,ANL001,2026-03-26,3.5,Dashboard
APT004373,PRJ0057,ANL024,2026-03-13,4.0,Coleta
APT000149,PRJ0003,ANL021,2025-08-05,6.0,Dashboard
APT002227,PRJ0027,ANL001,2024-09-23,5.0,Etl
APT004319,PRJ0056,ANL009,2025-03-25,6.0,Modelagem
APT002736,PRJ0034,ANL006,2024-06-17,2.0,Coleta
APT001185,PRJ0014,ANL020,2024-07-15,4.0,Dashboard
APT001363,PRJ0015,ANL016,2025-09-08,6.0,Etl
APT004218,PRJ0055,ANL014,2024-10-09,85.0,Coleta
APT008299,PRJ0120,ANL001,2026-04-02,2.0,Testes
APT005981,PRJ0082,ANL004,2025-03-07,25.0,Modelagem
APT002200,PRJ0027,ANL007,2024-10-28,7.0,Documentação
APT005948,PRJ0081,ANL023,2026-05-04,2.0,Documentação
APT005891,PRJ0081,ANL005,2026-04-23,3.0,Modelagem
APT007061,PRJ0101,ANL018,2026-06-05,25.0,Etl
APT002108,PRJ0026,ANL003,2025-12-31,25.0,Documentação
APT001697,PRJ0022,ANL003,2026-03-05,5.0,Documentação
APT008278,PRJ0119,ANL024,2024-04-16,4.0,Apresentação
APT005473,PRJ0078,ANL023,2025-07-10,6.0,Documentação
APT002036,PRJ0026,ANL015,2025-08-14,75.0,Coleta
APT006489,PRJ0089,ANL022,2024-07-29,6.0,Documentação
APT004877,PRJ0065,ANL004,2026-03-05,6.0,Dashboard
APT008182,PRJ0119,ANL012,2024-05-10,65.0,Reunião Com Cliente
APT003497,PRJ0042,ANL013,2025-09-17,2.0,Coleta
APT004763,PRJ0064,ANL014,2026-04-20,2.0,Apresentação
APT008113,PRJ0118,ANL014,2025-12-15,4.5,Coleta
APT006957,PRJ0099,ANL015,2025-07-01,2.0,Etl
APT009119,PRJ0130,ANL001,2025-06-04,25.0,Etl
APT004979,PRJ0066,ANL003,2024-12-16,6.0,Modelagem
APT008126,PRJ0118,ANL020,2025-12-29,4.0,Etl
APT001802,PRJ0024,ANL005,2025-11-18,45.0,Apresentação
APT002147,PRJ0026,ANL009,2025-08-21,4.0,Etl
APT007526,PRJ0106,ANL021,2026-06-24,7.0,Modelagem
APT006318,PRJ0086,ANL015,2026-05-04,35.0,Reunião Com Cliente
APT007627,PRJ0109,ANL007,2026-03-09,6.0,Dashboard
APT008973,PRJ0129,ANL001,2026-01-05,4.0,Dashboard
APT001530,PRJ0018,ANL017,2025-10-29,6.0,Reunião Com Cliente
APT001328,PRJ0015,ANL022,2025-11-03,6.0,Coleta
APT009349,PRJ0134,ANL015,2026-01-16,4.0,Etl
APT002436,PRJ0031,ANL015,2024-10-31,6.0,Apresentação
APT006894,PRJ0098,ANL024,2025-08-15,5.0,Reunião Com Cliente
APT002367,PRJ0029,ANL019,2025-06-25,65.0,Apresentação
APT009685,PRJ0140,ANL024,2025-11-26,6.0,Dashboard
APT005272,PRJ0072,ANL006,2025-10-17,75.0,Coleta
APT007498,PRJ0106,ANL021,2026-05-25,7.0,Apresentação
APT007887,PRJ0113,ANL010,2024-05-02,25.0,Documentação
APT004525,PRJ0061,ANL006,2025-05-21,4.5,Apresentação
APT009612,PRJ0139,ANL011,2024-11-01,3.0,Apresentação
APT002791,PRJ0034,ANL012,2024-03-28,5.0,Modelagem
APT005939,PRJ0081,ANL005,2026-04-28,75.0,Reunião Com Cliente
APT009089,PRJ0130,ANL007,2025-06-03,7.0,Documentação
APT003764,PRJ0047,ANL012,2024-12-03,7.0,Dashboard
APT009390,PRJ0135,ANL002,2024-04-01,2.0,Dashboard
APT008188,PRJ0119,ANL024,2024-02-07,65.0,Reunião Com Cliente
APT006993,PRJ0100,ANL016,2026-05-29,4.0,Documentação
APT004464,PRJ0059,ANL002,2025-02-21,4.0,Reunião Com Cliente
APT002721,PRJ0034,ANL006,2024-02-14,6.0,Modelagem
APT009228,PRJ0132,ANL022,2024-11-06,35.0,Documentação
APT009180,PRJ0131,ANL009,2024-02-13,5.0,Etl
APT005641,PRJ0079,ANL018,2025-06-19,4.0,Coleta
APT003501,PRJ0042,ANL001,2025-07-21,7.0,Documentação
APT005262,PRJ0072,ANL018,2025-10-03,3.0,Etl
APT009712,PRJ0140,ANL012,2025-09-01,2.0,Testes
APT005271,PRJ0072,ANL024,2025-09-29,4.0,Testes
APT008804,PRJ0124,ANL016,2024-11-04,7.0,Coleta
APT001937,PRJ0025,ANL004,2025-03-19,8.0,Testes
APT005064,PRJ0069,ANL018,2024-11-05,6.0,Dashboard
APT009660,PRJ0139,ANL017,2024-02-12,3.0,Documentação
APT006613,PRJ0093,ANL002,2024-11-11,5.0,Apresentação
APT008604,PRJ0121,ANL021,2026-04-20,35.0,Testes
APT005668,PRJ0079,ANL024,2025-05-12,7.0,Reunião Com Cliente
APT002059,PRJ0026,ANL009,2025-11-10,7.0,Testes
APT002439,PRJ0032,ANL024,2026-05-29,5.0,Reunião Com Cliente
APT006162,PRJ0083,ANL021,2025-07-29,3.0,Modelagem
APT005281,PRJ0072,ANL006,2025-10-06,3.5,Documentação
APT003278,PRJ0042,ANL007,2025-05-05,55.0,Etl
APT007624,PRJ0108,ANL014,2024-06-19,3.0,Reunião Com Cliente
APT002631,PRJ0034,ANL018,2024-05-07,45.0,Dashboard
APT009738,PRJ0140,ANL012,2025-11-24,6.0,Documentação
APT004192,PRJ0055,ANL008,2024-08-15,5.0,Documentação
APT002576,PRJ0032,ANL006,2026-05-27,4.0,Etl
APT008411,PRJ0120,ANL001,2026-04-14,3.0,Etl
APT000734,PRJ0009,ANL011,2025-11-05,7.0,Reunião Com Cliente
APT008472,PRJ0120,ANL001,2026-05-14,3.0,Modelagem
APT008070,PRJ0116,ANL001,2025-05-08,6.0,Documentação
APT001448,PRJ0017,ANL022,2025-03-13,8.0,Apresentação
APT008865,PRJ0126,ANL017,2026-05-01,7.0,Reunião Com Cliente
APT007574,PRJ0106,ANL009,2026-04-27,45.0,Apresentação
APT005683,PRJ0080,ANL003,2024-11-18,6.0,Dashboard
APT005824,PRJ0081,ANL011,2026-05-25,75.0,Testes
APT003026,PRJ0037,ANL010,2025-05-20,7.0,Modelagem
APT006951,PRJ0099,ANL003,2025-12-05,2.0,Dashboard
APT002904,PRJ0036,ANL001,2026-03-30,5.0,Apresentação
APT000900,PRJ0012,ANL017,2026-02-25,2.0,Testes
APT008625,PRJ0122,ANL021,2025-08-15,45.0,Apresentação
APT009713,PRJ0140,ANL024,2025-12-08,8.0,Reunião Com Cliente
APT003307,PRJ0042,ANL007,2025-09-29,2.0,Etl
APT000754,PRJ0010,ANL007,2024-10-03,75.0,Dashboard
APT002130,PRJ0026,ANL015,2025-12-17,4.0,Modelagem
APT006943,PRJ0099,ANL003,2025-07-03,2.5,Modelagem
APT009050,PRJ0130,ANL013,2025-05-19,4.0,Coleta
APT007218,PRJ0103,ANL005,2025-04-30,65.0,Coleta
APT009147,PRJ0130,ANL001,2025-06-06,5.0,Apresentação
APT003800,PRJ0048,ANL005,2024-12-02,6.0,Testes
APT009448,PRJ0136,ANL019,2026-03-03,35.0,Apresentação
APT000130,PRJ0003,ANL009,2025-09-24,75.0,Documentação
APT003682,PRJ0047,ANL024,2024-09-23,3.0,Dashboard
APT004090,PRJ0053,ANL002,2026-04-13,5.0,Testes
APT008352,PRJ0120,ANL019,2026-04-27,4.0,Apresentação
APT002415,PRJ0030,ANL003,2024-10-14,2.0,Etl
APT007927,PRJ0114,ANL005,2024-04-24,6.0,Etl
APT000388,PRJ0006,ANL002,2025-05-21,4.0,Etl
APT006849,PRJ0098,ANL012,2025-10-06,7.0,Dashboard
APT003541,PRJ0043,ANL023,2025-11-28,4.0,Testes
APT002284,PRJ0029,ANL013,2025-09-26,3.0,Testes
APT004280,PRJ0056,ANL021,2025-04-11,2.0,Coleta
APT006542,PRJ0091,ANL003,2025-12-29,6.0,Etl
APT000425,PRJ0007,ANL016,2024-10-22,6.0,Apresentação
APT003330,PRJ0042,ANL019,2025-08-12,2.0,Apresentação
APT002105,PRJ0026,ANL015,2025-09-04,4.0,Etl
APT003183,PRJ0040,ANL012,2025-08-07,6.0,Coleta
APT004803,PRJ0064,ANL020,2026-04-14,7.0,Apresentação
APT002355,PRJ0029,ANL007,2025-05-28,45.0,Reunião Com Cliente
APT009668,PRJ0139,ANL017,2024-10-28,6.0,Modelagem
APT001262,PRJ0014,ANL008,2024-08-15,5.0,Modelagem
APT006167,PRJ0083,ANL021,2025-11-08,2.0,Reunião Com Cliente
APT002561,PRJ0032,ANL024,2026-03-23,55.0,Reunião Com Cliente
APT009064,PRJ0130,ANL001,2025-05-01,65.0,Testes
APT000064,PRJ0003,ANL009,2025-07-14,45.0,Apresentação
APT005804,PRJ0081,ANL017,2026-04-02,6.0,Coleta
APT002555,PRJ0032,ANL012,2026-05-05,8.0,Apresentação
APT008361,PRJ0120,ANL019,2026-05-08,2.0,Dashboard
APT004670,PRJ0063,ANL007,2026-05-29,4.0,Coleta
APT000245,PRJ0005,ANL017,2025-06-02,5.0,Etl
APT007525,PRJ0106,ANL015,2026-02-06,6.0,Apresentação
APT005239,PRJ0071,ANL017,2025-02-03,8.0,Etl
APT002240,PRJ0028,ANL004,2024-07-10,3.0,Dashboard
APT007566,PRJ0106,ANL021,2026-04-27,6.0,Dashboard
APT007553,PRJ0106,ANL021,2026-05-15,65.0,Apresentação
APT008192,PRJ0119,ANL024,2024-04-03,85.0,Apresentação
APT006406,PRJ0089,ANL016,2024-09-09,55.0,Coleta
APT002232,PRJ0027,ANL013,2024-10-21,45.0,Dashboard
APT002684,PRJ0034,ANL024,2024-03-18,7.0,Coleta
APT006136,PRJ0083,ANL003,2025-09-11,7.0,Modelagem
APT001687,PRJ0022,ANL003,2026-03-25,4.0,Apresentação
APT000772,PRJ0010,ANL013,2024-07-24,5.0,Coleta
APT006308,PRJ0086,ANL003,2026-04-06,8.0,Dashboard
APT007239,PRJ0103,ANL005,2025-02-14,8.0,Apresentação
APT003573,PRJ0044,ANL011,2025-06-02,3.0,Modelagem
APT000625,PRJ0008,ANL011,2026-04-08,3.5,Etl
APT005894,PRJ0081,ANL023,2026-04-28,65.0,Coleta
APT008909,PRJ0127,ANL018,2025-09-29,4.0,Documentação
APT002973,PRJ0036,ANL007,2026-03-09,4.0,Reunião Com Cliente
APT002204,PRJ0027,ANL019,2024-10-03,25.0,Documentação
APT006373,PRJ0087,ANL024,2025-11-12,5.0,Dashboard
APT002723,PRJ0034,ANL024,2024-01-02,7.0,Etl
APT004243,PRJ0055,ANL020,2024-06-14,4.5,Coleta
APT004915,PRJ0066,ANL003,2024-11-14,5.5,Etl
APT007070,PRJ0101,ANL012,2026-05-18,8.0,Documentação
APT008189,PRJ0119,ANL006,2024-04-22,6.0,Apresentação
APT003221,PRJ0041,ANL023,2025-06-09,7.0,Testes
APT004748,PRJ0064,ANL002,2026-04-20,75.0,Etl
APT004590,PRJ0062,ANL011,2025-01-14,4.0,Modelagem
APT009720,PRJ0140,ANL012,2025-09-08,45.0,Dashboard
APT005264,PRJ0072,ANL012,2025-10-20,4.0,Etl
APT001115,PRJ0013,ANL005,2024-11-04,8.0,Apresentação
APT004259,PRJ0056,ANL015,2025-04-21,6.0,Reunião Com Cliente
APT004162,PRJ0054,ANL022,2025-09-19,6.0,Modelagem
APT008473,PRJ0120,ANL001,2026-04-27,6.0,Reunião Com Cliente
APT007153,PRJ0102,ANL013,2024-12-26,8.0,Dashboard
APT002596,PRJ0033,ANL002,2024-02-05,4.0,Dashboard
APT006553,PRJ0091,ANL003,2025-12-22,4.0,Modelagem
APT003084,PRJ0039,ANL001,2024-12-19,3.0,Apresentação
APT006392,PRJ0089,ANL010,2024-07-11,5.0,Coleta
APT003606,PRJ0046,ANL004,2024-02-14,6.0,Testes
APT000631,PRJ0008,ANL011,2026-03-13,4.5,Dashboard
APT009674,PRJ0139,ANL023,2024-09-12,45.0,Apresentação
APT003627,PRJ0046,ANL004,2024-03-19,5.0,Etl
APT002254,PRJ0028,ANL010,2024-10-21,8.0,Testes
APT002476,PRJ0032,ANL012,2026-03-04,25.0,Coleta
APT001630,PRJ0021,ANL020,2026-01-05,4.0,Reunião Com Cliente
APT001221,PRJ0014,ANL020,2024-10-21,5.0,Apresentação
APT008349,PRJ0120,ANL013,2026-04-27,3.0,Dashboard
APT007611,PRJ0108,ANL014,2024-06-24,7.0,Documentação
APT003082,PRJ0039,ANL013,2025-01-06,2.0,Coleta
APT008548,PRJ0121,ANL003,2026-06-22,8.0,Documentação
APT001886,PRJ0024,ANL011,2025-10-13,5.0,Reunião Com Cliente
APT007399,PRJ0106,ANL021,2026-06-22,7.0,Testes
APT003810,PRJ0048,ANL011,2024-12-11,8.0,Testes
APT004895,PRJ0065,ANL022,2026-03-17,6.0,Dashboard
APT009095,PRJ0130,ANL007,2025-05-15,4.0,Dashboard
APT007004,PRJ0100,ANL010,2026-06-02,6.0,Etl
APT000032,PRJ0001,ANL022,2024-04-08,6.0,Dashboard
APT000797,PRJ0010,ANL007,2024-08-26,4.0,Apresentação
APT004253,PRJ0055,ANL020,2024-08-05,2.0,Coleta
APT000208,PRJ0005,ANL011,2025-03-10,3.0,Apresentação
APT001961,PRJ0025,ANL022,2025-02-12,85.0,Testes
APT007479,PRJ0106,ANL015,2026-05-15,7.0,Testes
APT002140,PRJ0026,ANL009,2025-10-06,8.0,Apresentação
APT004134,PRJ0053,ANL008,2026-02-23,7.0,Testes
APT003157,PRJ0039,ANL001,2024-12-23,8.0,Reunião Com Cliente
APT008057,PRJ0115,ANL005,2024-06-17,65.0,Documentação
APT008941,PRJ0128,ANL017,2026-05-07,5.5,Coleta
APT006118,PRJ0083,ANL015,2025-08-25,6.0,Documentação
APT005021,PRJ0068,ANL005,2025-02-25,4.0,Documentação
APT001148,PRJ0013,ANL011,2024-10-31,8.0,Apresentação
APT006345,PRJ0086,ANL021,2026-04-13,6.0,Modelagem
APT007631,PRJ0109,ANL013,2026-05-08,75.0,Apresentação
APT001335,PRJ0015,ANL022,2025-09-08,65.0,Modelagem
APT006386,PRJ0088,ANL019,2025-10-07,6.0,Testes
APT001570,PRJ0019,ANL010,2025-01-20,6.0,Etl
APT001083,PRJ0012,ANL017,2026-03-05,7.0,Reunião Com Cliente
APT008363,PRJ0120,ANL013,2026-04-13,4.0,Dashboard
APT005385,PRJ0076,ANL021,2024-06-06,7.0,Modelagem
APT005111,PRJ0070,ANL004,2025-07-17,3.0,Dashboard
APT000882,PRJ0011,ANL020,2025-08-19,3.0,Reunião Com Cliente
APT003997,PRJ0051,ANL017,2024-10-23,8.5,Coleta
APT003905,PRJ0050,ANL008,2025-10-22,3.0,Apresentação
APT001049,PRJ0012,ANL017,2026-05-11,2.0,Testes
APT000101,PRJ0003,ANL021,2025-07-25,5.0,Apresentação
APT005506,PRJ0078,ANL011,2025-08-21,6.0,Etl
APT006038,PRJ0082,ANL010,2025-04-14,75.0,Modelagem
APT005696,PRJ0080,ANL003,2024-11-11,3.0,Dashboard
APT006034,PRJ0082,ANL016,2025-06-17,7.0,Apresentação
APT009069,PRJ0130,ANL001,2025-05-12,4.0,Testes
APT005198,PRJ0070,ANL022,2025-07-23,4.0,Apresentação
APT002995,PRJ0037,ANL016,2025-04-21,2.0,Apresentação
APT009325,PRJ0134,ANL009,2026-02-23,8.0,Reunião Com Cliente
APT008584,PRJ0121,ANL015,2026-05-05,2.0,Testes
APT000152,PRJ0003,ANL015,2025-10-14,45.0,Etl
APT000518,PRJ0007,ANL016,2024-12-30,6.0,Testes
APT008102,PRJ0118,ANL008,2026-01-02,85.0,Testes
APT001029,PRJ0012,ANL023,2026-05-27,8.0,Coleta
APT001772,PRJ0023,ANL017,2026-02-26,7.0,Modelagem
APT008964,PRJ0128,ANL023,2026-06-08,4.0,Coleta
APT004531,PRJ0061,ANL018,2025-04-30,4.5,Documentação
APT000243,PRJ0005,ANL005,2025-01-13,3.0,Coleta
APT008486,PRJ0120,ANL001,2026-06-15,65.0,Modelagem
APT006746,PRJ0095,ANL008,2025-03-06,55.0,Apresentação
APT005845,PRJ0081,ANL017,2026-06-26,4.0,Documentação
APT006972,PRJ0099,ANL009,2025-06-30,45.0,Apresentação
APT005301,PRJ0073,ANL003,2025-02-03,65.0,Apresentação
APT008591,PRJ0121,ANL015,2026-05-29,6.0,Etl
APT002148,PRJ0026,ANL015,2025-11-03,4.0,Reunião Com Cliente
APT003704,PRJ0047,ANL012,2024-11-04,65.0,Reunião Com Cliente
APT005321,PRJ0073,ANL015,2025-02-17,6.0,Testes
APT007416,PRJ0106,ANL021,2026-05-08,4.0,Dashboard
APT006629,PRJ0093,ANL014,2024-10-28,3.0,Coleta
APT001709,PRJ0022,ANL015,2026-02-17,45.0,Dashboard
APT007363,PRJ0106,ANL009,2026-05-04,4.0,Coleta
APT000302,PRJ0006,ANL020,2025-07-02,6.0,Etl
APT002853,PRJ0036,ANL013,2026-04-01,7.0,Documentação
APT008221,PRJ0119,ANL018,2024-04-04,4.5,Coleta
APT009597,PRJ0138,ANL017,2026-06-15,6.0,Documentação
APT004123,PRJ0053,ANL002,2026-09-03,8.0,Dashboard
APT009051,PRJ0130,ANL013,2025-05-05,65.0,Modelagem
APT004341,PRJ0056,ANL015,2025-03-04,75.0,Coleta
APT009530,PRJ0136,ANL013,2026-05-15,4.0,Dashboard
APT000637,PRJ0008,ANL023,2026-04-22,6.5,Testes
APT003273,PRJ0042,ANL001,2025-03-25,2.0,Testes
APT007950,PRJ0114,ANL023,2024-04-11,7.0,Reunião Com Cliente
APT003508,PRJ0042,ANL013,2025-09-09,6.0,Documentação
APT007894,PRJ0113,ANL010,2024-04-26,6.0,Etl
APT009103,PRJ0130,ANL013,2025-04-28,2.0,Coleta
APT008668,PRJ0122,ANL021,2025-12-01,5.0,Testes
APT006717,PRJ0095,ANL020,2025-04-14,7.0,Modelagem
APT007349,PRJ0105,ANL020,2025-12-08,7.0,Reunião Com Cliente
APT000509,PRJ0007,ANL004,2024-09-27,7.0,Etl
APT002878,PRJ0036,ANL001,2026-05-13,3.0,Reunião Com Cliente
APT001597,PRJ0020,ANL010,2024-03-21,4.0,Etl
APT006116,PRJ0083,ANL003,2025-11-14,6.0,Apresentação
APT003073,PRJ0039,ANL013,2024-12-18,6.0,Testes
APT008491,PRJ0120,ANL007,2026-06-26,3.0,Modelagem
APT003916,PRJ0050,ANL002,2025-11-06,8.0,Modelagem
APT003761,PRJ0047,ANL024,2024-10-14,4.0,Etl
APT007770,PRJ0109,ANL013,2026-04-05,2.0,Apresentação
APT000229,PRJ0005,ANL005,2025-02-17,6.5,Reunião Com Cliente
APT002775,PRJ0034,ANL018,2024-03-15,4.0,Apresentação
APT007130,PRJ0101,ANL018,2026-05-20,65.0,Modelagem
APT003735,PRJ0047,ANL018,2024-09-26,6.0,Apresentação
APT006404,PRJ0089,ANL010,2024-06-24,2.0,Modelagem
APT004451,PRJ0059,ANL008,2025-04-01,3.0,Reunião Com Cliente
APT002399,PRJ0029,ANL013,2025-10-06,2.0,Modelagem
APT002164,PRJ0026,ANL009,2025-12-08,6.0,Modelagem
APT005221,PRJ0071,ANL011,2025-02-17,5.0,Documentação
APT006390,PRJ0089,ANL004,2024-07-15,45.0,Documentação
APT001725,PRJ0023,ANL017,2026-03-17,4.0,Documentação
APT009129,PRJ0130,ANL019,2025-04-16,7.0,Etl
APT007901,PRJ0113,ANL004,2024-05-20,7.0,Documentação
APT009217,PRJ0132,ANL004,2024-11-13,4.0,Documentação
APT002615,PRJ0033,ANL020,2024-02-05,6.0,Modelagem
APT004300,PRJ0056,ANL009,2025-03-24,5.0,Modelagem
APT009458,PRJ0136,ANL001,2026-03-10,35.0,Etl
APT005160,PRJ0070,ANL010,2025-03-26,65.0,Coleta
APT003096,PRJ0039,ANL019,2024-10-28,2.0,Testes
APT002570,PRJ0032,ANL018,2026-04-03,4.0,Dashboard
APT007649,PRJ0109,ANL013,2026-04-27,8.0,Coleta
APT007871,PRJ0113,ANL010,2024-05-03,3.0,Coleta
APT008965,PRJ0128,ANL011,2026-04-06,6.0,Testes
APT002810,PRJ0035,ANL010,2025-02-24,6.0,Testes
APT002119,PRJ0026,ANL003,2025-12-25,4.5,Reunião Com Cliente
APT007420,PRJ0106,ANL021,2026-06-22,2.0,Coleta
APT008355,PRJ0120,ANL013,2026-06-09,6.0,Dashboard
APT007112,PRJ0101,ANL012,2026-06-16,4.0,Coleta
APT004505,PRJ0060,ANL018,2025-05-13,4.0,Modelagem
APT004866,PRJ0065,ANL016,2026-01-28,3.0,Etl
APT006964,PRJ0099,ANL021,2025-06-13,6.0,Documentação
APT004645,PRJ0063,ANL001,2026-05-13,6.0,Etl
APT007077,PRJ0101,ANL018,2026-11-06,2.0,Etl
